provinsi,jenis,daerah,tahun,periode,gk,encoded_jenis,encoded_daerah,scaled_gk,cluster,PC1,PC2,gk_original
KEP. RIAU,MAKANAN,PERKOTAAN,2020,SEPTEMBER,408172.0,0,2,0.671603673084687,5,0.18615890827504844,1.2380062187270995,408172.0
KEP. RIAU,MAKANAN,PERDESAAN,2019,MARET,412190.0,0,0,0.6974841767838411,0,0.01788177434893412,-0.7048821785308628,412190.0
KEP. RIAU,MAKANAN,PERDESAAN,2019,SEPTEMBER,429322.0,0,0,0.8078338008191588,0,0.11501697750339857,-0.7027964055133272,429322.0
KEP. RIAU,MAKANAN,PERDESAAN,2020,MARET,442464.0,0,0,0.8924832730974769,0,0.18952963451110183,-0.7011964038207955,442464.0
KEP. RIAU,MAKANAN,PERDESAAN,2020,SEPTEMBER,444217.0,0,0,0.9037745929044996,0,0.19946881330690946,-0.7009829809805119,444217.0
KEP. RIAU,MAKANAN,PERDESAANPERKOTAAN,2019,MARET,396007.0,0,1,0.5932471953593986,7,0.02165643928587757,0.2648363752959616,396007.0
KEP. RIAU,MAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,400070.0,0,1,0.6194175503941579,7,0.04469288164033647,0.2653310341665107,400070.0
KEP. RIAU,MAKANAN,PERDESAANPERKOTAAN,2020,MARET,410225.0,0,1,0.6848273351290781,7,0.10226981299882265,0.2665673769748853,410225.0
KEP. RIAU,MAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,410811.0,0,1,0.6886018436327377,7,0.10559232228253257,0.26663872083364526,410811.0
KEP. RIAU,MAKANAN,PERKOTAAN,2021,MARET,426912.0,0,2,0.7923106515122994,5,0.29241116762098973,1.2402877612410277,426912.0
KEP. RIAU,MAKANAN,PERKOTAAN,2021,SEPTEMBER,429830.0,0,2,0.8111059003411026,5,0.30895567630676646,1.2406430195684366,429830.0
KEP. RIAU,MAKANAN,PERKOTAAN,2022,MARET,453563.0,0,2,0.9639734947393163,5,0.44351730229701314,1.2435324458482153,453563.0
KEP. RIAU,MAKANAN,PERKOTAAN,2022,SEPTEMBER,486016.0,0,2,1.1730078368370378,5,0.627519680768402,1.2474835077054465,486016.0
KEP. RIAU,MAKANAN,PERDESAAN,2021,MARET,458274.0,0,0,0.9943177090067913,0,0.2791693474384941,-0.6992715806006673,458274.0
KEP. RIAU,MAKANAN,PERDESAAN,2021,SEPTEMBER,467527.0,0,0,1.0539175847480238,0,0.33163210921693564,-0.6981450537660153,467527.0
KEP. RIAU,MAKANAN,PERDESAAN,2022,MARET,496488.0,0,0,1.2404594632027772,0,0.4958355074516103,-0.6946191331285622,496488.0
KEP. RIAU,MAKANAN,PERDESAAN,2022,SEPTEMBER,525085.0,0,0,1.4246567664095238,0,0.6579750944588612,-0.6911375284716357,525085.0
KEP. RIAU,MAKANAN,PERDESAANPERKOTAAN,2021,MARET,429298.0,0,1,0.8076792134401694,7,0.21041011942919297,0.2688894613061634,429298.0
KEP. RIAU,MAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,432804.0,0,1,0.8302618530542146,7,0.230288477020808,0.2693163069867307,432804.0
KEP. RIAU,MAKANAN,PERDESAANPERKOTAAN,2022,MARET,458362.0,0,1,0.9948845293964192,7,0.37519750820349573,0.2724279219051392,458362.0
KEP. RIAU,MAKANAN,PERDESAANPERKOTAAN,2022,SEPTEMBER,491238.0,0,1,1.2066434740488303,7,0.5615982167551052,0.2764304828276527,491238.0
KEP. RIAU,NONMAKANAN,PERKOTAAN,2015,MARET,155149.0,1,2,-0.9581530933341899,1,-0.7836380877081719,0.9716941983697391,155149.0
KEP. RIAU,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,166916.0,1,2,-0.8823601896438102,1,-0.7169214209139515,0.9731267976633033,166916.0
KEP. RIAU,NONMAKANAN,PERKOTAAN,2016,MARET,168404.0,1,2,-0.872775772146463,1,-0.7084847420501968,0.9733079574957859,168404.0
KEP. RIAU,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,171398.0,1,2,-0.8534909966175265,1,-0.6915093277235295,0.9736724686103377,171398.0
KEP. RIAU,NONMAKANAN,PERDESAAN,2015,MARET,104127.0,1,0,-1.2867929787842238,8,-1.2639816226161753,-0.9778951647348937,104127.0
KEP. RIAU,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,113367.0,1,0,-1.2272768378732772,8,-1.2115925683815707,-0.976770220613832,113367.0
KEP. RIAU,NONMAKANAN,PERDESAAN,2016,MARET,113836.0,1,0,-1.2242559428421913,8,-1.20893342699239,-0.9767131211773842,113836.0
KEP. RIAU,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,115276.0,1,0,-1.214980700102823,8,-1.200768899059724,-0.9765378052104654,115276.0
KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,2015,MARET,146782.0,1,1,-1.0120461183343943,4,-0.926606614274937,-0.0010132491986507564,146782.0
KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,2015,SEPTEMBER,158135.0,1,1,-0.9389198469315831,4,-0.8622372492613579,0.00036894675442433744,158135.0
KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,2016,MARET,159715.0,1,1,-0.928742844481443,4,-0.8532789477796832,0.0005613073292378701,159715.0
KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,2016,SEPTEMBER,162729.0,1,1,-0.9093292461366818,4,-0.8361901372317286,0.0009282533877746912,162729.0
KEP. RIAU,NONMAKANAN,PERKOTAAN,2017,MARET,175688.0,1,2,-0.8258585026231584,1,-0.6671858382574629,0.9741947640951163,175688.0
KEP. RIAU,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,182583.0,1,2,-0.7814468368676415,1,-0.6280924909687614,0.975034211033939,182583.0
KEP. RIAU,NONMAKANAN,PERKOTAAN,2018,MARET,190164.0,1,2,-0.7326165485293422,1,-0.5851096532899152,0.9759571765514463,190164.0
KEP. RIAU,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,194632.0,1,2,-0.7038375314741356,1,-0.559776937454394,0.9765011430376913,194632.0
KEP. RIAU,NONMAKANAN,PERDESAAN,2017,MARET,117473.0,1,0,-1.2008295137844953,8,-1.1883123241513447,-0.9762703266137152,117472.99999999997
KEP. RIAU,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,120529.0,1,0,-1.1811453875265026,8,-1.1709853815386873,-0.97589826717281,120529.0
KEP. RIAU,NONMAKANAN,PERDESAAN,2018,MARET,131906.0,1,0,-1.1078645287447018,8,-1.1064799410595638,-0.974513149286953,131906.0
KEP. RIAU,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,137637.0,1,0,-1.0709503508701743,8,-1.0739862538497673,-0.9738154160880563,137637.0
KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,2017,MARET,166969.0,1,1,-0.8820188091818751,4,-0.8121501383188796,0.0014444615125908111,166969.0
KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,173687.0,1,1,-0.8387472253464056,4,-0.7740603475885683,0.0022623591971463464,173687.0
KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,2018,MARET,181902.0,1,1,-0.7858332537464677,4,-0.7274828496949233,0.0032625124389776827,181902.0
KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,188369.0,1,1,-0.7441783962495964,4,-0.6908161815417642,0.0040498515765216014,188369.0
KEP. RIAU,NONMAKANAN,PERKOTAAN,2019,MARET,204035.0,1,2,-0.6432714846142189,1,-0.5064637040162998,0.9776459319522306,204035.0
KEP. RIAU,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,208017.0,1,2,-0.6176228619835491,1,-0.48388651635805346,0.9781307292996406,208017.0
KEP. RIAU,NONMAKANAN,PERKOTAAN,2020,MARET,210186.0,1,2,-0.6036520276073756,1,-0.47158869615947563,0.9783947989748119,210186.0
KEP. RIAU,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,211289.0,1,2,-0.5965474493146511,1,-0.46533489455549626,0.9785290861355835,211289.0
KEP. RIAU,NONMAKANAN,PERDESAAN,2019,MARET,144058.0,1,0,-1.0295917858496995,8,-1.0375803970055684,-0.9730336773216779,144058.0
KEP. RIAU,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,147937.0,1,0,-1.004606600720526,8,-1.0155871998869501,-0.9725614199357906,147937.0
KEP. RIAU,NONMAKANAN,PERDESAAN,2020,MARET,152786.0,1,0,-0.9733735090238615,8,-0.9880942860359112,-0.9719710677666318,152786.0
KEP. RIAU,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,153682.0,1,0,-0.9676022468749214,8,-0.9830141353222526,-0.9718619822761045,153682.0
KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,2019,MARET,198052.0,1,1,-0.6818088299681359,4,-0.6359154010056516,0.005228729706850621,198052.0
KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,201968.0,1,1,-0.6565853226296872,4,-0.6137124208776525,0.005705491739110169,201968.0
KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,2020,MARET,204502.0,1,1,-0.6402634718647154,4,-0.5993451196405866,0.006013999142007398,204502.0
KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,206721.0,1,1,-0.6259705804489806,4,-0.5867638088887912,0.006284156177141065,206721.0
KEP. RIAU,NONMAKANAN,PERKOTAAN,2021,MARET,217689.0,1,2,-0.5553241482507921,1,-0.4290481037436488,0.9793082682107779,217689.0
KEP. RIAU,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,225676.0,1,2,-0.5038787567512542,1,-0.3837633227726758,0.9802806630911804,225676.0
KEP. RIAU,NONMAKANAN,PERKOTAAN,2022,MARET,233682.0,1,2,-0.452310983576683,1,-0.33837081539148023,0.9812553711683687,233682.0
KEP. RIAU,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,247232.0,1,2,-0.3650335258555439,1,-0.2615448754695217,0.982905045718194,247232.0
KEP. RIAU,NONMAKANAN,PERDESAAN,2021,MARET,156472.0,1,0,-0.9496314640673953,8,-0.9671953624527128,-0.9715223075901995,156472.0
KEP. RIAU,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,159285.0,1,0,-0.931512535021671,8,-0.9512461839286929,-0.9711798327187118,159285.0
KEP. RIAU,NONMAKANAN,PERDESAAN,2022,MARET,162820.0,1,0,-0.90874310232468,8,-0.9312034018162114,-0.9707494563693663,162820.0
KEP. RIAU,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,172647.0,1,0,-0.8454460117692827,8,-0.8754861684868323,-0.9695530466423454,172647.0
KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,2021,MARET,213127.0,1,1,-0.5847086325403741,4,-0.5504429992105575,0.007064068735530782,213127.0
KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,221050.0,1,1,-0.5336754740514749,4,-0.5055210861477032,0.008028671795181408,221050.0
KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,2022,MARET,225707.0,1,1,-0.5036790813867261,4,-0.47911677602101965,0.008595648502084496,225707.0
KEP. RIAU,NONMAKANAN,PERDESAANPERKOTAAN,2022,SEPTEMBER,239224.0,1,1,-0.41661418131169753,4,-0.40247793986418473,0.010241305394334654,239224.0
KEP. RIAU,TOTAL,PERKOTAAN,2013,MARET,383332.0,2,2,0.511605735830584,6,0.9749120193407843,0.7639676607742414,383332.0
KEP. RIAU,TOTAL,PERKOTAAN,2013,SEPTEMBER,405578.0,2,2,0.6548953538722416,6,1.1010426362783408,0.7666760489687368,405578.0
KEP. RIAU,TOTAL,PERKOTAAN,2014,MARET,421733.0,2,2,0.7589519833545296,6,1.1926384340229341,0.768642874972606,421733.0
KEP. RIAU,TOTAL,PERKOTAAN,2014,SEPTEMBER,431127.0,2,2,0.8194600599473253,6,1.2459006391614489,0.7697865681623519,431127.0
KEP. RIAU,TOTAL,PERDESAAN,2013,MARET,326819.0,2,0,0.14759754629591726,3,0.4634355518784281,-1.1862902162014684,326819.0
KEP. RIAU,TOTAL,PERDESAAN,2013,SEPTEMBER,364773.0,2,0,0.39206460388618397,3,0.6786275610148129,-1.181669423001168,364773.0
KEP. RIAU,TOTAL,PERDESAAN,2014,MARET,385071.0,2,0,0.5228068796665295,3,0.7937133859990135,-1.1791981983508097,385071.0
KEP. RIAU,TOTAL,PERDESAAN,2014,SEPTEMBER,399063.0,2,0,0.6129313216173914,3,0.8730453824114153,-1.1774947115389163,399063.0
KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,2013,MARET,303904.1855160616,2,1,0.0,6,0.4290421005711782,-0.2173912419339279,303904.1855160616
KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,2013,SEPTEMBER,303904.1855160616,2,1,0.0,6,0.4290421005711782,-0.2173912419339279,303904.1855160616
KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,2014,MARET,303904.1855160616,2,1,0.0,6,0.4290421005711782,-0.2173912419339279,303904.1855160616
KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,2014,SEPTEMBER,303904.1855160616,2,1,0.0,6,0.4290421005711782,-0.2173912419339279,303904.1855160616
KEP. RIAU,TOTAL,PERKOTAAN,2015,MARET,454147.0,2,2,0.9677351209613934,6,1.3764196898628134,0.7725891886890663,454147.0
KEP. RIAU,TOTAL,PERKOTAAN,2015,SEPTEMBER,485496.0,2,2,1.1696584436255992,2,1.5541625969191588,0.7764058416383264,485496.0
KEP. RIAU,TOTAL,PERKOTAAN,2016,MARET,494418.0,2,2,1.2271263017649352,2,1.6047486512352998,0.777492070150027,494418.0
KEP. RIAU,TOTAL,PERKOTAAN,2016,SEPTEMBER,505980.0,2,2,1.3015987715931132,2,1.6703030067613285,0.7788997112677449,505980.0
KEP. RIAU,TOTAL,PERDESAAN,2015,MARET,420638.0,2,0,0.751898934188135,3,0.995371556124792,-1.174868015715117,420638.0
KEP. RIAU,TOTAL,PERDESAAN,2015,SEPTEMBER,456933.0,2,0,0.9856801392057545,3,1.2011573487054181,-1.170449201118371,456933.0
KEP. RIAU,TOTAL,PERDESAAN,2016,MARET,466989.0,2,0,1.050452251002343,3,1.258172968768534,-1.169224911282722,466989.0
KEP. RIAU,TOTAL,PERDESAAN,2016,SEPTEMBER,481687.0,2,0,1.1451241383518118,3,1.3415078517923675,-1.1674354709481587,481687.0
KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,2015,MARET,448652.0,2,1,0.9323410523135957,6,1.2497348606728649,-0.19976860092308013,448652.0
KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,2015,SEPTEMBER,480812.0,2,1,1.1394881401594874,2,1.432075984502399,-0.195853210995229,480812.0
KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,2016,MARET,490157.0,2,1,1.1996806008535128,2,1.4850603688987607,-0.19471548341824618,490157.0
KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,2016,SEPTEMBER,502653.0,2,1,1.2801690961806977,2,1.5559103279588933,-0.1931941304164294,502653.0
KEP. RIAU,TOTAL,PERKOTAAN,2017,MARET,516418.0,2,2,1.368831399171951,2,1.7294844946510257,0.7801705085335071,516418.0
KEP. RIAU,TOTAL,PERKOTAAN,2017,SEPTEMBER,540062.0,2,2,1.521125732039745,2,1.8635415074565453,0.7830490993125527,540062.0
KEP. RIAU,TOTAL,PERKOTAAN,2018,MARET,563993.0,2,2,1.675268672314622,2,1.9992257560375335,0.785962631537783,563993.0
KEP. RIAU,TOTAL,PERKOTAAN,2018,SEPTEMBER,570910.0,2,2,1.719822043167546,2,2.0384438391696507,0.786804756914989,570910.0
KEP. RIAU,TOTAL,PERDESAAN,2017,MARET,492642.0,2,0,1.2156868357197144,3,1.4036206320023348,-1.166101730380385,492642.0
KEP. RIAU,TOTAL,PERDESAAN,2017,SEPTEMBER,507795.0,2,0,1.313289442129192,3,1.4895352790604481,-1.1642568950701633,507795.0
KEP. RIAU,TOTAL,PERDESAAN,2018,MARET,528788.0,2,0,1.448508310759441,3,1.6085616227343729,-1.1617010561163268,528788.0
KEP. RIAU,TOTAL,PERDESAAN,2018,SEPTEMBER,543187.0,2,0,1.5412542970123326,3,1.6902012322499655,-1.159948018194339,543187.0
KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,2017,MARET,513236.0,2,1,1.3483356891742635,2,1.615913938452922,-0.1919056798067762,513236.0
KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,2017,SEPTEMBER,536026.0,2,1,1.4951292878063491,2,1.7451289326094854,-0.18913106113588918,536026.0
KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,2018,MARET,559291.0,2,1,1.644982428314268,2,1.8770370870216158,-0.18629861254535895,559291.0
KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,2018,SEPTEMBER,567972.0,2,1,1.700897971522918,2,1.926256716871248,-0.18524172510867742,567972.0
KEP. RIAU,TOTAL,PERKOTAAN,2019,MARET,597894.0,2,2,1.8936297862780416,2,2.191438020930103,0.7900899833395267,597894.0
KEP. RIAU,TOTAL,PERKOTAAN,2019,SEPTEMBER,605210.0,2,2,1.9407531723066656,2,2.2329183586768964,0.7909806858492332,605210.0
KEP. RIAU,TOTAL,PERKOTAAN,2020,MARET,616743.0,2,2,2.015038849051898,2,2.298308289682059,0.7923847962981732,616743.0
KEP. RIAU,TOTAL,PERKOTAAN,2020,SEPTEMBER,619461.0,2,2,2.0325458697224557,2,2.313718836154965,0.7927157051857321,619461.0
KEP. RIAU,TOTAL,PERDESAAN,2019,MARET,556248.0,2,0,1.6253820368865612,3,1.7642546345614565,-1.1583578780249466,556248.0
KEP. RIAU,TOTAL,PERDESAAN,2019,SEPTEMBER,577259.0,2,0,1.7607168460510523,3,1.8833830348345386,-1.1557998476215237,577259.0
KEP. RIAU,TOTAL,PERDESAAN,2020,MARET,595249.0,2,0,1.8765929688852436,3,1.985382935882217,-1.1536096155070323,595249.0
KEP. RIAU,TOTAL,PERDESAAN,2020,SEPTEMBER,597899.0,2,0,1.8936619919819977,3,2.0004079352027473,-1.1532869854290222,597899.0
KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,2019,MARET,594059.0,2,1,1.8689280113436824,2,2.0741650781069776,-0.18206570592186622,594059.0
KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,2019,SEPTEMBER,602038.0,2,1,1.9203218737168903,2,2.1194045005894355,-0.18109428501905755,602038.0
KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,2020,MARET,614727.0,2,1,2.002053509216782,2,2.191348733184988,-0.17954943480778573,614727.0
KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,2020,SEPTEMBER,617532.0,2,1,2.020120909136177,2,2.2072525532204934,-0.179207933913892,617532.0
KEP. RIAU,TOTAL,PERKOTAAN,2021,MARET,644601.0,2,2,2.194476149213927,2,2.4562578863127538,0.7957764297748544,644601.0
KEP. RIAU,TOTAL,PERKOTAAN,2021,SEPTEMBER,655506.0,2,2,2.264716789542268,2,2.518087175969504,0.7971040829826659,655506.0
KEP. RIAU,TOTAL,PERKOTAAN,2022,MARET,687245.0,2,2,2.4691521571150528,2,2.698041309340946,0.8009682173396331,687245.0
KEP. RIAU,TOTAL,PERKOTAAN,2022,SEPTEMBER,733248.0,2,2,2.7654639569339134,2,2.9588696277342934,0.8065689537466894,733248.0
KEP. RIAU,TOTAL,PERDESAAN,2021,MARET,614746.0,2,0,2.0021758908918157,2,2.095927242203872,-1.1512359103632726,614746.0
KEP. RIAU,TOTAL,PERDESAAN,2021,SEPTEMBER,626811.0,2,0,2.0798882545379813,2,2.164333512695269,-1.1497670304043321,626811.0
KEP. RIAU,TOTAL,PERDESAAN,2022,MARET,659308.0,2,0,2.2892060068305167,2,2.348585362853489,-1.1458106116703342,659308.0
KEP. RIAU,TOTAL,PERDESAAN,2022,SEPTEMBER,697732.0,2,0,2.5367004005926606,2,2.566442183190119,-1.1411325972863868,697732.0
KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,2021,MARET,642425.0,2,1,2.180460226852215,2,2.348391160045387,-0.17617728088298423,642425.0
KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,2021,SEPTEMBER,653854.0,2,1,2.2540760249551592,2,2.4131914306998565,-0.17478583214276622,653854.0
KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,2022,MARET,684069.0,2,1,2.4486950939621126,2,2.5845047720092276,-0.17110724051745463,684069.0
KEP. RIAU,TOTAL,PERDESAANPERKOTAAN,2022,SEPTEMBER,730462.0,2,1,2.747518938689552,2,2.847544316717672,-0.16545902270269108,730462.0
DKI JAKARTA,MAKANAN,PERKOTAAN,2015,MARET,319595.0,0,2,0.10106674522008635,5,-0.3160559463719865,1.227222217059212,319595.0
DKI JAKARTA,MAKANAN,PERKOTAAN,2015,SEPTEMBER,327678.0,0,2,0.1531304862355821,5,-0.27022686353883585,1.2282062996707424,327678.0
DKI JAKARTA,MAKANAN,PERKOTAAN,2016,MARET,329644.0,0,2,0.16579376903113632,5,-0.2590800149863214,1.2284456546644662,329644.0
DKI JAKARTA,MAKANAN,PERKOTAAN,2016,SEPTEMBER,334938.0,0,2,0.19989316837989723,5,-0.2290640352116462,1.2290901843372908,334938.0
DKI JAKARTA,MAKANAN,PERDESAAN,2015,MARET,303904.1855160616,0,0,0.0,0,-0.5960783347243797,-0.71806567316269,303904.1855160616
DKI JAKARTA,MAKANAN,PERDESAAN,2015,SEPTEMBER,303904.1855160616,0,0,0.0,0,-0.5960783347243797,-0.71806567316269,303904.1855160616
DKI JAKARTA,MAKANAN,PERDESAAN,2016,MARET,303904.1855160616,0,0,0.0,0,-0.5960783347243797,-0.71806567316269,303904.1855160616
DKI JAKARTA,MAKANAN,PERDESAAN,2016,SEPTEMBER,303904.1855160616,0,0,0.0,0,-0.5960783347243797,-0.71806567316269,303904.1855160616
DKI JAKARTA,MAKANAN,PERDESAANPERKOTAAN,2015,MARET,319595.0,0,1,0.10106674522008635,7,-0.4115851637633252,0.25553342830693937,319595.0
DKI JAKARTA,MAKANAN,PERDESAANPERKOTAAN,2015,SEPTEMBER,327678.0,0,1,0.1531304862355821,7,-0.3657560809301746,0.25651751091846986,327678.0
DKI JAKARTA,MAKANAN,PERDESAANPERKOTAAN,2016,MARET,329644.0,0,1,0.16579376903113632,7,-0.3546092323776601,0.2567568659121935,329644.0
DKI JAKARTA,MAKANAN,PERDESAANPERKOTAAN,2016,SEPTEMBER,334938.0,0,1,0.19989316837989723,7,-0.324593252602985,0.2574013955850183,334938.0
DKI JAKARTA,MAKANAN,PERKOTAAN,2017,MARET,347382.0,0,2,0.2800467243859382,5,-0.1585089063268601,1.2306052064847466,347382.0
DKI JAKARTA,MAKANAN,PERKOTAAN,2017,SEPTEMBER,383192.0,0,2,0.5107039761198121,5,0.0445270278875558,1.234964973689857,383192.0
DKI JAKARTA,MAKANAN,PERKOTAAN,2018,MARET,394158.0,0,2,0.5813375260364182,5,0.10670217601923104,1.2363000534768227,394158.0
DKI JAKARTA,MAKANAN,PERKOTAAN,2018,SEPTEMBER,408790.0,0,2,0.6755842980936659,5,0.18966285151281748,1.2380814584962354,408790.0
DKI JAKARTA,MAKANAN,PERDESAAN,2017,MARET,303904.1855160616,0,0,0.0,0,-0.5960783347243797,-0.71806567316269,303904.1855160616
DKI JAKARTA,MAKANAN,PERDESAAN,2017,SEPTEMBER,303904.1855160616,0,0,0.0,0,-0.5960783347243797,-0.71806567316269,303904.1855160616
DKI JAKARTA,MAKANAN,PERDESAAN,2018,MARET,303904.1855160616,0,0,0.0,0,-0.5960783347243797,-0.71806567316269,303904.1855160616
DKI JAKARTA,MAKANAN,PERDESAAN,2018,SEPTEMBER,303904.1855160616,0,0,0.0,0,-0.5960783347243797,-0.71806567316269,303904.1855160616
DKI JAKARTA,MAKANAN,PERDESAANPERKOTAAN,2017,MARET,347382.0,0,1,0.2800467243859382,7,-0.25403812371819884,0.2589164177324741,347382.0
DKI JAKARTA,MAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,383192.0,0,1,0.5107039761198121,7,-0.05100218950378288,0.2632761849375843,383192.0
DKI JAKARTA,MAKANAN,PERDESAANPERKOTAAN,2018,MARET,394158.0,0,1,0.5813375260364182,7,0.01117295862789236,0.26461126472455,394158.0
DKI JAKARTA,MAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,408790.0,0,1,0.6755842980936659,7,0.09413363412147868,0.2663926697439628,408790.0
DKI JAKARTA,MAKANAN,PERKOTAAN,2019,MARET,429915.0,0,2,0.811653397308357,5,0.30943761024723626,1.2406533680803726,429915.0
DKI JAKARTA,MAKANAN,PERKOTAAN,2019,SEPTEMBER,451918.0,0,2,0.9533778181377462,5,0.4341904630961553,1.2433321717054506,451918.0
DKI JAKARTA,MAKANAN,PERKOTAAN,2020,MARET,466156.0,0,2,1.0450867807232502,5,0.5149172330303875,1.2450656083283593,466156.0
DKI JAKARTA,MAKANAN,PERKOTAAN,2020,SEPTEMBER,467847.0,0,2,1.0559787498012168,5,0.5245048835402055,1.2452714828422895,467847.0
DKI JAKARTA,MAKANAN,PERDESAAN,2019,MARET,303904.1855160616,0,0,0.0,0,-0.5960783347243797,-0.71806567316269,303904.1855160616
DKI JAKARTA,MAKANAN,PERDESAAN,2019,SEPTEMBER,303904.1855160616,0,0,0.0,0,-0.5960783347243797,-0.71806567316269,303904.1855160616
DKI JAKARTA,MAKANAN,PERDESAAN,2020,MARET,303904.1855160616,0,0,0.0,0,-0.5960783347243797,-0.71806567316269,303904.1855160616
DKI JAKARTA,MAKANAN,PERDESAAN,2020,SEPTEMBER,303904.1855160616,0,0,0.0,0,-0.5960783347243797,-0.71806567316269,303904.1855160616
DKI JAKARTA,MAKANAN,PERDESAANPERKOTAAN,2019,MARET,429915.0,0,1,0.811653397308357,7,0.21390839285589758,0.26896457932810003,429915.0
DKI JAKARTA,MAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,451918.0,0,1,0.9533778181377462,7,0.3386612457048166,0.271643382953178,451918.0
DKI JAKARTA,MAKANAN,PERDESAANPERKOTAAN,2020,MARET,466156.0,0,1,1.0450867807232502,7,0.4193880156390488,0.2733768195760867,466156.0
DKI JAKARTA,MAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,467847.0,0,1,1.0559787498012168,7,0.42897566614886684,0.273582694090017,467847.0
DKI JAKARTA,MAKANAN,PERKOTAAN,2021,MARET,479332.0,0,2,1.1299552517884701,5,0.589622663614279,1.2466697494256656,479332.0
DKI JAKARTA,MAKANAN,PERKOTAAN,2021,SEPTEMBER,490918.0,0,2,1.2045823089956373,5,0.6553130946058516,1.2480803124761655,490918.0
DKI JAKARTA,MAKANAN,PERKOTAAN,2022,MARET,508239.0,0,2,1.3161493086404972,5,0.7535198920514783,1.2501890957143593,508239.0
DKI JAKARTA,MAKANAN,PERKOTAAN,2022,SEPTEMBER,534819.0,0,2,1.487354830871337,5,0.9042234701419329,1.2534251362704003,534819.0
DKI JAKARTA,MAKANAN,PERDESAAN,2021,MARET,303904.1855160616,0,0,0.0,0,-0.5960783347243797,-0.71806567316269,303904.1855160616
DKI JAKARTA,MAKANAN,PERDESAAN,2021,SEPTEMBER,303904.1855160616,0,0,0.0,0,-0.5960783347243797,-0.71806567316269,303904.1855160616
DKI JAKARTA,MAKANAN,PERDESAAN,2022,MARET,303904.1855160616,0,0,0.0,0,-0.5960783347243797,-0.71806567316269,303904.1855160616
DKI JAKARTA,MAKANAN,PERDESAAN,2022,SEPTEMBER,303904.1855160616,0,0,0.0,0,-0.5960783347243797,-0.71806567316269,303904.1855160616
